jour,date,rank,pool_nom,symbol,score,apr
2025-07-18,raydium-amm-WSOL-SOLABA,raydium-amm,27103.84,8131.15,standard
2025-07-18,raydium-amm-WSOL-RUDI,raydium-amm,19671.84,5901.55,standard
2025-07-18,raydium-amm-WSOL-VALENTINE,raydium-amm,44434.8,12711.61,standard
2025-07-18,raydium-amm-WSOL-SOLABA,raydium-amm,27103.84,8131.15,standard
2025-07-18,raydium-amm-WSOL-RUDI,raydium-amm,19671.84,5901.55,standard
2025-07-18,raydium-amm-WSOL-VALENTINE,raydium-amm,44434.8,12818.52,standard
2025-07-18,raydium-amm-WSOL-SOLABA,raydium-amm,27103.84,8131.15,standard
2025-07-18,raydium-amm-WSOL-RUDI,raydium-amm,19671.84,5901.55,standard
2025-07-18,raydium-amm-WSOL-VALENTINE,raydium-amm,44434.8,12942.8,standard
2025-07-18,raydium-amm-WSOL-SOLABA,raydium-amm,27103.84,8131.15,standard
2025-07-18,raydium-amm-WSOL-RUDI,raydium-amm,19671.84,5901.55,standard
2025-07-18,raydium-amm-WSOL-VALENTINE,raydium-amm,44434.8,13087.39,standard
2025-07-18,raydium-amm-WSOL-SOLABA,raydium-amm,27103.84,8131.15,standard
2025-07-18,raydium-amm-WSOL-RUDI,raydium-amm,19671.84,5901.55,standard
2025-07-18,raydium-amm-WSOL-VALENTINE,raydium-amm,44434.8,13255.74,standard
2025-07-18,raydium-amm-WSOL-SOLABA,raydium-amm,27103.84,8131.15,standard
2025-07-18,raydium-amm-WSOL-RUDI,raydium-amm,19671.84,5901.55,standard
2025-07-18,raydium-amm-WSOL-VALENTINE,raydium-amm,44434.8,13451.89,standard
2025-07-18,raydium-amm-WSOL-SOLABA,raydium-amm,27103.84,8131.15,standard
2025-07-18,raydium-amm-WSOL-RUDI,raydium-amm,19671.84,5901.55,standard
2025-07-18,raydium-amm-WSOL-VALENTINE,raydium-amm,44434.8,13680.62,standard
2025-07-18,raydium-amm-WSOL-SOLABA,raydium-amm,27103.84,8131.15,standard
2025-07-18,raydium-amm-WSOL-RUDI,raydium-amm,19671.84,5901.55,standard
2025-07-18,raydium-amm-WSOL-VALENTINE,raydium-amm,44434.8,13947.5,standard
2025-07-18,raydium-amm-WSOL-SOLABA,raydium-amm,27103.84,8131.15,standard
2025-07-18,raydium-amm-WSOL-RUDI,raydium-amm,19671.84,5901.55,standard
2025-07-18,raydium-amm-WSOL-VALENTINE,raydium-amm,44434.8,14259.13,standard
2025-07-18,raydium-amm-WSOL-SOLABA,raydium-amm,27103.84,8131.15,standard
2025-07-18,raydium-amm-WSOL-RUDI,raydium-amm,19671.84,5901.55,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,295237.09,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,267189.56,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,267337.18,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,267504.48,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,267694.42,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,267910.41,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,268156.44,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,268437.13,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,268757.84,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,269124.83,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,269545.36,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,270027.92,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,270582.39,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,271220.3,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,271955.1,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,272802.52,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,273780.93,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,274911.8,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,276220.26,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,277735.74,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,279492.68,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,281531.45,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,283899.36,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,286651.9,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,289854.19,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,293582.64,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,297927.0,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,302992.68,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,308903.57,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-19,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,984123.62,315805.34,standard
2025-07-19,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-19,yield-yak-aggregator-QI-AVAX,yield-yak-aggregator,316887.82,95066.35,standard
2025-07-20,hyperion-APT-ECHO,hyperion,462824.86,138847.46,standard
2025-07-20,yield-yak-aggregator-YAK-AVAX,yield-yak-aggregator,203860.32,61158.1,standard
2025-07-20,yield-yak-aggregator-KET-AVAX,yield-yak-aggregator,114736.25,34420.88,standard
